ID,X,Y,YEAR,SITE,UID,NUTRIENTS,PRIM_CLASS,SEC_CLASS,PROV,Ecozone,LATN,LONGW,ECPROV,ECREGION,WETREGION,PEATDEPTH,WTDEPTH,WETTYPE,CWFIS_date,YEAR,MONTH,DAY,SampleDate,Card_Date_Notes,stackID,out_dc,dc_class,ECOPROV
261,-498770.5567,659039.6875,1984,13,1984-13,4,basin_fen,treed_conif,SK,,54.7,-102.9,BO,HBs,BHc,136,-15,treed fen,dc840613,84,06,13,1984-06-13,,798,121,1,Western Boreal Shield
263,-488207.4443,677550.6679,1984,15,1984-15,4,basin_fen,treed_conif,SK,,54.88,-102.77,BO,HBs,BHc,435,-20,treed fen,dc840614,84,06,14,1984-06-14,,799,130,1,Western Boreal Shield
168,-42155.26006,31314.8906,1983,3,Mar-83,,hoizontal,treed_conif,MB,,49.28,-95.58,BO,LBst,BL,154,-24,treed fen,dc830617,83,06,17,1983-06-17,,621,172,1,Lake of the Woods
194,-39217.04761,118933.7842,1983,19,1983-19,3,drainage,treed_conif,MB,,50.07,-95.55,BO,LBst,BL,227,-12,treed fen,dc830628,83,06,28,1983-06-28,,632,176,1,Lake of the Woods
184,-34037.35762,47908.24511,1983,13,1983-13,3,string fen,string,MB,,49.43,-95.47,BO,LBst,BL,170,-33,treed fen,dc830624,83,06,24,1983-06-24,,628,152,1,Lake of the Woods
216,-95290.70221,165165.2557,1983,33,1983-33,4,hoizontal,shrub,MB,,50.48,-96.35,BO,LBst,BMc,174,-3,treed fen,dc830717,83,07,17,1983-07-17,,651,287,2,Lake of the Woods
167,-42155.26006,31314.8906,1983,3,Mar-83,4,hoizontal,treed_conif,MB,,49.28,-95.58,BO,LBst,BL,124,-14,treed fen,dc830617,83,06,17,1983-06-17,,621,172,1,Lake of the Woods
177,-79236.39089,72885.77143,1983,9,Sep-83,4,hoizontal,treed_conif,MB,,49.65,-96.1,BO,LBs,BMc,104,-10,treed fen,dc830621,83,06,21,1983-06-21,,625,196,1,Lake of the Woods
192,-41060.35424,72384.58047,1983,17,1983-17,4,hoizontal,treed_conif,MB,,49.65,-95.57,BO,LBst,BL,273,-26,treed fen,dc830626,83,06,26,1983-06-26,,630,157,1,Lake of the Woods
206,-89560.58232,97479.68315,1983,27,1983-27,4,hoizontal,treed_conif,MB,,49.87,-96.25,BO,LBs,BMc,147,-32,treed fen,dc830713,83,07,13,1983-07-13,,647,222,2,Lake of the Woods
215,-95290.70221,165165.2557,1983,32,1983-32,4,hoizontal,treed_conif,MB,,50.48,-96.35,BO,LBst,BMc,120,-2,treed fen,dc830717,83,07,17,1983-07-17,,651,287,2,Lake of the Woods
199,-90418.14271,126313.3141,1983,22,1983-22,6,spring fen,treed_conif,MB,,50.13,-96.27,BO,LBs,BMc,235,-21,treed fen,dc830710,83,07,10,1983-07-10,,644,206,2,Lake of the Woods
40,-1274637.731,843186.1203,1981,20,1981-20,1,string fen,string,AB,,54.77,-115.53,CD,SCb,BHc,389,-12,treed fen,dc810628,81,06,28,1981-06-28,,270,207,2,Boreal Foothills
34,-1306440.485,845882.5227,1981,17,1981-17,2,string fen,string,AB,,54.7,-116.02,CD,SCb,BHc,258,-10,treed fen,dc810626,81,06,26,1981-06-26,,268,176,1,Boreal Foothills
11,-1328906.524,604885.2802,1981,5,May-81,4,basin_fen,treed_conif,AB,,52.55,-115.17,CD,SCb,BMc,225,0,treed fen,dc810605,81,06,05,1981-06-05,,247,134,1,Boreal Foothills
15,-1342800.213,586308.347,1981,7,Jul-81,4,drainage,treed island,AB,,52.35,-115.28,CD,SCb,BMc,356,-25,treed fen,dc810607,81,06,07,1981-06-07,,249,145,1,Boreal Foothills
13,-1334249.033,595069.1139,1981,6,Jun-81,4,string fen,string,AB,,52.45,-115.2,CD,SCb,BMc,340,-15,treed fen,dc810606,81,06,06,1981-06-06,,248,139,1,Boreal Foothills
26,-1414516.198,748206.6609,1981,52,1981-52,4,string fen,string,AB,,53.53,-117.1,CD,SCb,BMc,463,-14,treed fen,dc810618,81,06,18,1981-06-18,,260,159,1,Boreal Foothills
6,-1320799.138,592984.9113,1981,3,Mar-81,5,string fen,flark,AB,,52.47,-115,CD,SCb,BMc,408,-1,treed fen,dc810604,81,06,04,1981-06-04,,246,128,1,Boreal Foothills
2,-1322756.778,591309.5604,1981,1,Jan-81,5,string fen,string,AB,,52.45,-115.02,CD,SCb,BMc,255,-8,treed fen,dc810602,81,06,02,1981-06-02,,244,128,1,Boreal Foothills
3,-1322756.778,591309.5604,1981,1,Jan-81,5,string fen,string,AB,,52.45,-115.02,CD,SCb,BMc,248,-11,treed fen,dc810602,81,06,02,1981-06-02,,244,128,1,Boreal Foothills
5,-1321479.206,590893.8401,1981,2,Feb-81,5,string fen,string,AB,,52.45,-115,CD,SCb,BMc,325,-7,treed fen,dc810603,81,06,03,1981-06-03,,245,122,1,Boreal Foothills
19,-1379820.926,734653.6428,1981,9,Sep-81,6,hoizontal,treed_conif,AB,,53.52,-116.53,CD,SCb,BMc,330,-16,treed fen,dc810609,81,06,09,1981-06-09,,251,93,0,Boreal Foothills
21,-1378001.021,739823.2687,1981,10,Oct-81,6,hoizontal,treed_conif,AB,,53.57,-116.53,CD,SCb,BMc,315,-7,treed fen,dc810610,81,06,10,1981-06-10,,252,97,0,Boreal Foothills
17,-1400468.15,663990.1145,1981,8,Aug-81,6,string fen,string,AB,,52.85,-116.47,CD,SCs,BMc,370,-15,treed fen,dc810608,81,06,08,1981-06-08,,250,130,1,Boreal Foothills
239,-395248.1518,309078.1372,1983,51,1983-51,,basin_fen,treed_conif,MB,,51.63,-100.77,BO,MBs,BMc,303,-24,treed fen,dc830811,83,08,11,1983-08-11,,676,299,2,Central Boreal Plains
240,-405604.7669,345439.892,1983,52,1983-52,,basin_fen,treed_conif,MB,,51.95,-100.97,BO,MBs,BMc,310,-33,treed fen,dc830812,83,08,12,1983-08-12,,677,281,2,Central Boreal Plains
242,-422296.1714,404534.8808,1983,54,1983-54,,basin_fen,treed_conif,MB,,52.47,-101.3,BO,MBs,BMt,210,-26,treed fen,dc830813,83,08,13,1983-08-13,,678,236,2,Central Boreal Plains
244,-422432.9275,416699.7923,1983,56,1983-56,,basin_fen,treed_conif,MB,,52.58,-101.32,BO,MBs,BMt,275,-34,treed fen,dc830814,83,08,14,1983-08-14,,679,233,2,Central Boreal Plains
278,-634590.1013,597505.2429,1984,28,1984-28,,basin_fen,treed_conif,SK,,53.97,-104.87,BO,MBs,BMc,272,-22,treed fen,dc840622,84,06,22,1984-06-22,,807,127,1,Central Boreal Plains
280,-641165.8201,609623.3661,1984,29,1984-29,,basin_fen,treed_conif,SK,,54.07,-105,BO,MBs,BMc,247,-16,treed fen,dc840622,84,06,22,1984-06-22,,807,129,1,Central Boreal Plains
302,-653948.1413,690350.056,1984,47,1984-47,,basin_fen,treed_conif,SK,,54.78,-105.4,BO,MBs,BHc,191,-33,treed fen,dc840718,84,07,18,1984-07-18,,833,249,2,Central Boreal Plains
294,-632642.7827,683574.2024,1984,41,1984-41,3,drainage,treed_conif,SK,,54.75,-105.05,BO,MBs,BHc,254,-15,treed fen,dc840715,84,07,15,1984-07-15,,830,226,2,Central Boreal Plains
62,-1181792.336,854541.3585,1981,39,1981-39,4,basin_fen,margin,AB,,55.13,-114.18,BO,LBs,BMc,82,-3,treed fen,dc810723,81,07,23,1981-07-23,,295,235,2,Central Boreal Plains
238,-398532.8468,280590.0929,1983,50,1983-50,4,basin_fen,treed_conif,MB,,51.37,-100.78,BO,MBs,BMt,165,-14,treed fen,dc830811,83,08,11,1983-08-11,,676,311,3,Central Boreal Plains
246,-408160.5875,303629.2252,1983,58,1983-58,4,basin_fen,treed_conif,MB,,51.57,-100.95,BO,MBs,BMt,266,-29,treed fen,dc830815,83,08,15,1983-08-15,,680,323,3,Central Boreal Plains
269,-679730.0054,593721.0114,1984,21,1984-21,4,basin_fen,treed_conif,SK,,53.87,-105.55,BO,MBs,BMc,250,-9,treed fen,dc840617,84,06,17,1984-06-17,,802,132,1,Central Boreal Plains
272,-657552.4887,576755.9578,1984,23,1984-23,4,basin_fen,treed_conif,SK,,53.75,-105.17,BO,LBs,BMc,168,-30,treed fen,dc840618,84,06,18,1984-06-18,,803,138,1,Central Boreal Plains
273,-620434.9714,587562.3194,1984,24,1984-24,4,basin_fen,treed_conif,SK,,53.9,-104.63,BO,LBs,BMc,139,-36,treed fen,dc840620,84,06,20,1984-06-20,,805,153,1,Central Boreal Plains
292,-644463.3179,720894.2104,1984,40,1984-40,4,basin_fen,treed_conif,SK,,55.07,-105.33,BO,MBs,BHc,386,-11,treed fen,dc840714,84,07,14,1984-07-14,,829,212,2,Central Boreal Plains
334,-812904.6617,685275.0394,1984,76,1984-76,4,basin_fen,treed_conif,SK,,54.47,-107.85,BO,LBs,BMc,423,-35,treed fen,dc840814,84,08,14,1984-08-14,,860,351,3,Central Boreal Plains
325,-806731.0051,807796.4702,1984,67,1984-67,4,drainage,treed_conif,SK,,55.58,-108.15,BO,MBs,BHc,200,-25,treed fen,dc840810,84,08,10,1984-08-10,,856,426,4,Central Boreal Plains
30,-1308865.982,1016739.678,1981,15,1981-15,4,hoizontal,treed_conif,AB,,56.17,-116.97,BO,LBs,BMc,136,-17,treed fen,dc810624,81,06,24,1981-06-24,,266,280,2,Central Boreal Plains
32,-1303641.877,945464.265,1981,16,1981-16,4,hoizontal,treed_conif,AB,,55.57,-116.5,BO,MBs,BMc,106,-35,treed fen,dc810625,81,06,25,1981-06-25,,267,275,2,Central Boreal Plains
43,-1255217.237,788437.7391,1981,23,1981-23,4,hoizontal,treed_conif,AB,,54.35,-114.97,BO,LBs,BHc,204,-28,treed fen,dc810701,81,07,01,1981-07-01,,273,243,2,Central Boreal Plains
69,-1197992.587,844733.9609,1981,44,1981-44,4,hoizontal,treed_conif,AB,,55,-114.38,BO,LBs,BMc,96,-10,treed fen,dc810727,81,07,27,1981-07-27,,299,264,2,Central Boreal Plains
282,-637891.2493,617970.2064,1984,31,1984-31,4,hoizontal,treed_conif,SK,,54.15,-104.97,BO,MBs,BMc,230,-10,treed fen,dc840623,84,06,23,1984-06-23,,808,136,1,Central Boreal Plains
79,-1182881.938,859454.5889,1981,51,1981-51,4,string fen,string,AB,,55.17,-114.22,BO,LBs,BMc,314,-17,treed fen,dc810731,81,07,31,1981-07-31,,303,289,2,Central Boreal Plains
271,-650203.5874,573358.8459,1984,22,1984-22,4,string fen,string,SK,,53.73,-105.05,BO,LBs,BMc,205,-27,treed fen,dc840618,84,06,18,1984-06-18,,803,140,1,Central Boreal Plains
324,-803673.2232,798241.735,1984,66,1984-66,4,string fen,string,SK,,55.5,-108.07,BO,MBs,BHc,262,-35,treed fen,dc840809,84,08,09,1984-08-09,,855,424,4,Central Boreal Plains
313,-808624.8653,696675.9351,1984,57,1984-57,4,shore fen,treed_conif,SK,,54.58,-107.82,BO,LBs,BMc,163,-33,treed fen,dc840802,84,08,02,1984-08-02,,848,392,3,Central Boreal Plains
71,-1172230.702,851580.6074,1981,45,1981-45,5,string fen,string,AB,,55.13,-114.02,BO,LBs,BMc,224,-18,treed fen,dc810728,81,07,28,1981-07-28,,300,269,2,Central Boreal Plains
247,-403920.283,334220.7565,1983,59,1983-59,6,basin_fen,treed_conif,MB,,51.85,-100.93,BO,MBs,BMc,355,-25,treed fen,dc830816,83,08,16,1983-08-16,,681,311,3,Central Boreal Plains
65,-1184671.596,860012.9203,1981,40,1981-40,6,hoizontal,treed_conif,AB,,55.17,-114.25,BO,LBs,BMc,200,-15,treed fen,dc810723,81,07,23,1981-07-23,,295,232,2,Central Boreal Plains
83,-416006.0675,501014.0614,1982,3,Mar-82,,basin_fen,treed_conif,MB,,53.35,-101.35,BO,MBs,BMc,60,-40,treed fen,dc820617,82,06,17,1982-06-17,,440,202,2,Eastern Boreal Plains
113,-405156.9424,577009.9458,1982,25,1982-25,4,basin_fen,treed_conif,MB,,54.05,-101.3,BO,MBs,BMc,185,-28,treed fen,dc820629,82,06,29,1982-06-29,,452,263,2,Eastern Boreal Plains
176,-95081.58361,73187.23599,1983,8,Aug-83,4,basin_fen,treed_conif,MB,,49.65,-96.32,BO,LBs,BMc,249,-15,treed fen,dc830621,83,06,21,1983-06-21,,625,196,1,Eastern Boreal Plains
254,-453428.4281,626134.5655,1984,6,Jun-84,4,basin_fen,treed_conif,SK,,54.45,-102.13,BO,MBs,BMc,166,-11,treed fen,dc840610,84,06,10,1984-06-10,,795,98,0,Eastern Boreal Plains
255,-451817.958,634756.474,1984,7,Jul-84,4,basin_fen,treed_conif,SK,,54.53,-102.12,BO,MBs,BMc,250,-24,treed fen,dc840610,84,06,10,1984-06-10,,795,97,0,Eastern Boreal Plains
230,-160712.8769,249954.5824,1983,44,1983-44,4,drainage,treed_conif,MB,,51.23,-97.32,BO,LBs,BMc,180,-33,treed fen,dc830807,83,08,07,1983-08-07,,672,421,4,Eastern Boreal Plains
92,-385463.6546,600384.2584,1982,12,Dec-82,4,hoizontal,treed_conif,MB,,54.28,-101.03,BO,MBs,BMc,126,-10,treed fen,dc820621,82,06,21,1982-06-21,,444,241,2,Eastern Boreal Plains
101,-398973.7071,486120.4156,1982,16,1982-16,4,hoizontal,treed_conif,MB,,53.23,-101.07,BO,MBs,BMc,261,-39,treed fen,dc820624,82,06,24,1982-06-24,,447,217,2,Eastern Boreal Plains
136,-324439.6612,632346.3926,1982,41,1982-41,4,hoizontal,treed_conif,MB,,54.62,-100.12,BO,HBs,BHc,169,-7,treed fen,dc820720,82,07,20,1982-07-20,,473,282,2,Eastern Boreal Plains
117,-281981.9273,440273.647,1982,28,1982-28,4,string fen,treed island,MB,,52.9,-99.25,BO,MBs,BMc,206,-8,treed fen,dc820701,82,07,01,1982-07-01,,454,258,2,Eastern Boreal Plains
85,-415241.0066,508651.9823,1982,5,May-82,4,string fen,string,MB,,53.42,-101.35,BO,MBs,BMc,135,-20,treed fen,dc820617,82,06,17,1982-06-17,,440,203,2,Eastern Boreal Plains
89,-398582.0784,497102.1547,1982,8,Aug-82,4,string fen,string,MB,,53.33,-101.08,BO,MBs,BMc,217,-10,treed fen,dc820619,82,06,19,1982-06-19,,442,211,2,Eastern Boreal Plains
95,-395021.1004,594708.5604,1982,13,1982-13,4,string fen,string,MB,,54.22,-101.17,BO,MBs,BMc,291,-42,treed fen,dc820622,82,06,22,1982-06-22,,445,251,2,Eastern Boreal Plains
104,-402489.9156,558042.0736,1982,19,1982-19,4,string fen,string,MB,,53.88,-101.23,BO,MBs,BMc,92,-5,treed fen,dc820626,82,06,26,1982-06-26,,449,246,2,Eastern Boreal Plains
112,-400541.3838,604044.9789,1982,24,1982-24,4,string fen,string,MB,,54.3,-101.27,BO,HBs,BMc,284,-4,treed fen,dc820628,82,06,28,1982-06-28,,451,233,2,Eastern Boreal Plains
115,-287132.3152,442822.6052,1982,26,1982-26,4,string fen,string,MB,,52.92,-99.33,BO,MBs,BMc,304,-10,treed fen,dc820630,82,06,30,1982-06-30,,453,253,2,Eastern Boreal Plains
127,-377300.0686,632568.6486,1982,35,1982-35,4,string fen,string,MB,,54.58,-100.95,BO,HBs,BHc,381,-34,treed fen,dc820716,82,07,16,1982-07-16,,469,288,2,Eastern Boreal Plains
157,-257436.2849,616547.2965,1982,59,1982-59,4,string fen,string,MB,,54.52,-99.05,BO,HBs,BHc,115,-8,treed fen,dc820807,82,08,07,1982-08-07,,491,263,2,Eastern Boreal Plains
87,-401418.2512,562338.335,1982,7,Jul-82,4,shore fen,treed_conif,MB,,53.92,-101.22,BO,MBs,BMc,143,0,treed fen,dc820618,82,06,18,1982-06-18,,441,239,2,Eastern Boreal Plains
106,-405678.8596,584761.8612,1982,20,1982-20,4,spring fen,treed_conif,MB,,54.12,-101.32,BO,MBs,BMc,98,0,treed fen,dc820626,82,06,26,1982-06-26,,449,241,2,Eastern Boreal Plains
118,-281981.9273,440273.647,1982,28,1982-28,6,string fen,treed island,MB,,52.9,-99.25,BO,MBs,BMc,244,-31,treed fen,dc820701,82,07,01,1982-07-01,,454,258,2,Eastern Boreal Plains
151,-264075.5982,592863.5541,1982,53,1982-53,6,string fen,string,MB,,54.3,-99.13,BO,HBs,BHc,129,-38,treed fen,dc820803,82,08,03,1982-08-03,,487,268,2,Eastern Boreal Plains
130,-408851.6396,623564.4767,1982,37,1982-37,6,spring fen,treed_conif,MB,,54.47,-101.43,BO,MBs,BMc,181,-55,treed fen,dc820717,82,07,17,1982-07-17,,470,281,2,Eastern Boreal Plains
