CORE_ID,SOURCE_SITEID,SOURCE_SUB,LATITUDE,LONGITUDE,LOC_SOURCE_FORMAT,LOC_ACCURACY_NOTES,PROV_TERR,SAMPLING_YR,SAMPLING_MONTH,SAMPLING_DATE,SAMPLING_ST,CSSC_CODE,CSSC_ORDER,CSSC_GREAT_GROUP,CSSC_GGSG,ORG_DEPTH,BASE_Y_N,BASE_RSR,PERC_BD_MEAS,PERC_C_MEAS,PERMAFROST,ACTIVE_DPT,WT_DEPTH,ORG_C_MGHA,CWCS_CLASS,FEN_TYPE,CWCS_FORM,CWCS_TYPE,TREED,CORE_POSITION,DISTURBANCE,MICROFORM,OTHER_DESC,VEGETATION
371,Z-1982-64,Z-1982-64,54.87,-98.73,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1982,8,10,ZMX,,,,,123,Y,,100,0,N,,60,632,bog,,basin,treed : coniferous,Y,,,,,Picea mariana; Larix laricina; Rhododendron groenlandicum; Chamaedaphne calyculata; Kalmia polifolia; Vaccinium oxycoccos; Rubus chamaemorus; Maianthemum trifolium; Vaccinium vitis-idaea; Eriophorum vaginatum; Drosera rotundifolia; Trichophorum alpinum; Aulacomnium palustre; Tomentypnum nitens; Pleurozium schreberi; Dicranum undulatum; Sphagnum fuscum; Dicranum polysetum; Pohlia nutans; Ceratodon purpureus; Polytrichum strictum; Sanionia uncinata; Campylium stellatum; Schistochilopsis grandiretis; Hylocomium splendens; Sphagnum angustifolium; Leptobryum pyriforme; Blepharostoma trichophyllum; Cladina mitis; Cladonia rangiferina; Peltigera canina; Peltigera polydactylon
372,Z-1982-65,Z-1982-65,54.73,-99.98,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1982,8,11,ZMX,,,,,231,Y,,100,100,N,,17,1213.5,fen,moderately rich,horizontal,shrub : mixed,N,,,,,Picea mariana; Larix laricina; Betula pumila; Salix pedicellaris; Chamaedaphne calyculata; Andromeda; Kalmia polifolia; Rhododendron groenlandicum; Carex aquatilis; Carex chordorrhiza; Equisetum fluviatile; Carex lasiocarpa; Carex limosa; Vaccinium oxycoccos; Maianthemum trifolium; Comarum palustre; Carex tenuiflora; Carex magellanica; Drosera rotundifolia; Trichophorum alpinum; Rubus chamaemorus; Vaccinium vitis-idaea; Sarracenia purpurea; Menyanthes trifoliata; Spiranthes romanzoffiana; Platanthera hyperborea; Eriophorum viridicarinatum; Sphagnum warnstorfii; Tomentypnum nitens; Campylium stellatum; Sphagnum fuscum; Hamatocaulis vernicosus; Scorpidium revolvens; Meesia triquetra; Aulacomnium palustre; Bryum pseudotriquetrum; Polytrichum strictum; Dicranum undulatum; Calliergon richardsonii; Cinclidium stygium; Aneura pinguis; Pleurozium schreberi; Leptobryum pyriforme; Sphagnum magellanicum; Sphagnum angustifolium; Pseudocalliergon trifarium; Elodium blandowii; Sanionia uncinata; Sarmentypnum tundrae; Sphagnum contortum; Brachythecium sp.; Moerckia hibernica
373,Z-1983-1,Z-1983-1-A,49.52,-96.23,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1983,6,15,ZMX,,,,,220,Y,,100,0,N,,2,1208.3,fen,moderately rich,basin,moss : brown,N,,,,,Betula pumila; Salix candida; Salix pedicellaris; Andromeda; Carex lasiocarpa; Carex livida; Carex chordorrhiza; Carex limosa; Eriophorum gracile; Eleocharis tenuis; Equisetum fluviatile; Menyanthes trifoliata; Galium labradoricum; Phragmites australis; Comarum palustre; Utricularia intermedia; Campanula aparinoides; Epilobium palustre; Sarracenia purpurea; Potamogeton gramineus; Symphyotrichum boreale; Scorpidium scorpioides; Bryum pseudotriquetrum; Campylium stellatum; Scorpidium revolvens; Pseudocalliergon trifarium; Aneura pinguis
374,Z-1983-2,Z-1983-2-A,49.05,-96.02,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1983,6,28,ZMX,,,,,169,Y,,100,0,N,,14,782.6,bog,,plateau : northern plateau,treed : coniferous,Y,,,,,Picea mariana; Pinus banksiana; Larix laricina; Salix pyrifolia; Salix pedicellaris; Betula pumila; Salix petiolaris; Salix bebbiana; Rhododendron groenlandicum; Chamaedaphne calyculata; Kalmia polifolia; Andromeda; Vaccinium vitis-idaea; Vaccinium oxycoccos; Carex aquatilis; Carex chordorrhiza; Rubus arcticus; Sphagnum fuscum; Sphagnum warnstorfii; Sphagnum magellanicum; Sphagnum angustifolium; Polytrichum strictum; Aulacomnium palustre; Dicranum undulatum; Pleurozium schreberi; Pohlia nutans; Cladina mitis; Cladonia rangiferina; Peltigera malacea; Peltigera polydactylon
375,Z-1983-2,Z-1983-2-B,49.05,-96.02,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1983,6,28,ZMX,,,,,148,Y,,100,0,N,,1,748.8,fen,,horizontal,shrub : mixed,N,,,,,Salix pyrifolia; Salix bebbiana; Salix interior; Betula pumila; Salix pedicellaris; Ribes hirtellum; Chamaedaphne calyculata; Rhododendron groenlandicum; Lonicera villosa; Andromeda; Rubus idaeus; Kalmia polifolia; Carex aquatilis; Bromus ciliatus; Agrostis scabra; Rubus arcticus; Fragaria virginiana; Petasites frigidus; Carex brunnescens; Eriophorum angustifolium; Viola palustris; Stellaria longifolia; Iris versicolor; Chamaenerion angustifolium; Rumex occidentalis; Poa pratensis; Parnassia palustris; Solidago canadensis; Symphyotrichum puniceum; Carex tenuiflora; Cirsium muticum; Epilobium palustre; Viola macloskeyi; Sphagnum warnstorfii; Aulacomnium palustre; Polytrichum strictum; Sphagnum fimbriatum; Sphagnum nemoreum; Sphagnum fuscum; Sphagnum squarrosum; Sphagnum magellanicum; Sphagnum subsecundum
376,Z-1983-3,Z-1983-3-A,49.28,-95.58,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1983,7,15,ZMX,,,,,154,Y,,100,100,N,,24,764.9,fen,,horizontal,treed : coniferous,Y,,dammed,,,Larix laricina; Picea mariana; Betula pumila; Alnus alnobetula; Salix pedicellaris; Salix planifolia; Chamaedaphne calyculata; Rhododendron groenlandicum; Andromeda; Carex chordorrhiza; Typha latifolia; Maianthemum trifolium; Carex aquatilis; Comarum palustre; Carex lasiocarpa; Carex magellanica; Carex disperma; Carex tenuiflora; Calla palustris; Caltha palustris; Utricularia intermedia; Vaccinium oxycoccos; Equisetum fluviatile; Sphagnum magellanicum; Sphagnum warnstorfii; Sphagnum angustifolium; Warnstorfia fluitans; Sphagnum fuscum; Hypnum lindbergii; Aulacomnium palustre; Calliergon cordifolium; Brachythecium sp.; Sanionia uncinata; Tomentypnum falcifolium; Tomentypnum nitens; Pohlia nutans; Bryum pseudotriquetrum; Pleurozium schreberi; Geocalyx graveolens
377,Z-1983-3,Z-1983-3-B,49.28,-95.58,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1983,7,15,ZMX,,,,,124,Y,,100,0,N,,14,743.3,fen,moderately rich,horizontal,treed : coniferous,Y,,drained,,,Picea mariana; Larix laricina; Salix bebbiana; Betula pumila; Rhododendron groenlandicum; Chamaedaphne calyculata; Salix pedicellaris; Maianthemum trifolium; Carex chordorrhiza; Vaccinium oxycoccos; Equisetum fluviatile; Rubus arcticus; Corallorhiza trifida; Drosera rotundifolia; Sarracenia purpurea; Cypripedium acaule; Pyrola asarifolia; Orthilia secunda; Sphagnum magellanicum; Sphagnum angustifolium; Sphagnum warnstorfii; Sphagnum teres; Sphagnum fuscum; Pleurozium schreberi; Aulacomnium palustre; Bryum pseudotriquetrum; Dicranum undulatum; Polytrichum strictum; Hypnum pratense; Plagiomnium ellipticum; Tomentypnum nitens; Calliergon giganteum; Warnstorfia fluitans; Straminergon stramineum; Tomentypnum falcifolium; Thuidium recognitum; Scorpidium revolvens; Brachythecium sp.
378,Z-1983-4,Z-1983-4,49.27,-95.5,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1983,7,20,ZMX,,,,,212,Y,,100,6.1,N,,25,1141.7,bog,,flat,treed : coniferous,Y,,,,,Picea mariana; Larix laricina; Chamaedaphne calyculata; Rhododendron groenlandicum; Kalmia polifolia; Vaccinium vitis-idaea; Vaccinium oxycoccos; Maianthemum trifolium; Carex aquatilis; Carex disperma; Carex magellanica; Eriophorum angustifolium; Eriophorum vaginatum; Glyceria striata; Drosera rotundifolia; Sphagnum angustifolium; Sphagnum fuscum; Sphagnum magellanicum; Polytrichum strictum; Pleurozium schreberi; Aulacomnium palustre; Bryum pseudotriquetrum; Dicranum undulatum; Mylia anomala; Dicranum polysetum; Campylium stellatum; Brachythecium sp.; Hypnum lindbergii; Cladina mitis; Cladonia rangiferina
379,Z-1983-5,Z-1983-5-A,49.43,-95.4,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1983,8,10,ZMX,,,,,215,Y,,100,0,N,,21,1036.6,bog,,domed,treed : coniferous,Y,center,,,,Picea mariana; Rhododendron groenlandicum; Vaccinium vitis-idaea; Maianthemum trifolium; Carex disperma; Vaccinium oxycoccos; Pleurozium schreberi; Sphagnum magellanicum; Dicranum polysetum; Sphagnum fuscum; Sphagnum angustifolium; Dicranum ontariense; Polytrichum strictum; Aulacomnium palustre; Hylocomium splendens; Ptilium crista-castrensis; Lepidozia reptans; Ptilidium pulcherrimum; Amblystegium serpens; Syzygiella autumnalis; Cladina mitis
380,Z-1983-5,Z-1983-5-B,49.43,-95.4,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1983,8,10,ZMX,,,,,222,Y,,100,8.1,N,,60,903.7,bog,,domed,treed : coniferous,Y,"edge, margin, or rim",,,,Picea mariana; Larix laricina; Chamaedaphne calyculata; Rhododendron groenlandicum; Kalmia polifolia; Andromeda; Eriophorum vaginatum; Vaccinium oxycoccos; Vaccinium vitis-idaea; Sarracenia purpurea; Sphagnum fuscum; Sphagnum angustifolium; Sphagnum magellanicum; Sphagnum warnstorfii; Polytrichum strictum; Aulacomnium palustre
381,Z-1983-5,Z-1983-5-C,49.43,-95.4,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1983,8,10,ZMX,,,,,146,Y,,100,10.3,N,,22,575.4,bog,,domed,shrub : low,N,"edge, margin, or rim",,,,Picea mariana; Larix laricina; Chamaedaphne calyculata; Kalmia polifolia; Eriophorum vaginatum; Vaccinium oxycoccos; Carex aquatilis; Carex oligosperma; Sphagnum angustifolium; Sphagnum magellanicum; Polytrichum strictum; Sphagnum warnstorfii; Bryum pseudotriquetrum
382,Z-1983-7,Z-1983-7,49.45,-95.52,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1983,8,16,ZMX,,,,,47,Y,,100,46.8,N,,20,243.7,swamp,,slope : peat margin,treed : coniferous,Y,,,,,Thuja occidentalis; Picea mariana; Larix laricina; Salix bebbiana; Abies balsamea; Rhododendron groenlandicum; Lonicera oblongifolia; Rosa acicularis; Rubus idaeus; Rhamnus alnifolia; Equisetum arvense; Carex gynocrates; Linnaea borealis; Mitella nuda; Carex leptalea; Carex disperma; Carex vaginata; Cornus canadensis; Amerorchis rotundifolia; Clintonia borealis; Maianthemum trifolium; Equisetum pratense; Botrychium virginianum; Petasites frigidus; Orthilia secunda; Viola renifolia; Anemone quinquefolia; Aralia nudicaulis; Vaccinium vitis-idaea; Geocaulon lividum; Polygaloides paucifolia; Trientalis borealis; Platanthera obtusata; Platanthera hookeri; Galium triflorum; Galium labradoricum; Pyrola asarifolia; Moneses uniflora; Geum rivale; Hylocomium splendens; Sphagnum fuscum; Aulacomnium palustre; Rhytidiadelphus triquetrus; Pleurozium schreberi; Thuidium recognitum; Fissidens osmundioides; Campylium stellatum; Campylium chrysophyllum; Climacium dendroides; Polytrichum strictum; Calliergon richardsonii; Plagiomnium ellipticum; Sphagnum nemoreum; Dicranum polysetum; Blepharostoma trichophyllum; Lepidozia reptans; Plagiochila asplenioides; Oncophorus wahlenbergii; Syzygiella autumnalis; Distichium capillaceum; Distichium inclinatum; Eurhynchiastrum pulchellum; Sanionia uncinata; Dicranum undulatum; Bryoerythrophyllum recurvirostrum; Radula complanata
